,id_num,cc_num,cc_score,cc_name
183,2005,41,10.0,링크나인(P9)
184,4997,70,9.0,신안(P9)
185,1612,37,7.0,루나힐스안성
186,801,87,9.5,여주신라
187,801,110,10.0,큐로
188,5660,77,10.0,아시아나
189,6101,53,9.0,비에이비스타퍼블릭
190,3661,128,5.5,필로스
191,1418,113,10.0,태광
192,1706,125,10.0,푸른솔포천
193,5694,124,10.0,포천힐스
194,1953,6,5.0,강남300
195,3527,53,8.5,비에이비스타퍼블릭
196,929,3,8.5,H1 CLUB(구 덕평)
197,929,1,9.0,360도
198,2005,96,10.0,이포
199,77,75,10.0,아리지
200,2766,58,10.0,서서울
201,2766,58,10.0,서서울
202,5306,40,10.0,리앤리
203,2027,107,5.0,캐슬파인
204,2842,57,6.5,샴발라
205,2842,57,6.5,샴발라
206,5810,84,4.5,양평TPC
207,5980,57,4.0,샴발라
208,5571,84,9.5,양평TPC
209,2005,44,10.0,몽베르
210,5626,108,10.0,코리아
211,1222,27,10.0,뉴코리아
212,631,127,7.5,플라자용인
213,3653,108,7.5,코리아
214,6078,124,9.5,포천힐스
215,904,75,9.0,아리지
216,3331,75,7.0,아리지
217,3017,62,5.5,세현
218,3982,53,10.0,비에이비스타퍼블릭
219,4924,75,10.0,아리지
220,4280,93,9.0,은화삼
221,2005,83,10.0,양지파인
222,5660,38,9.0,루트52
223,5334,21,6.5,남양주(P9)
224,1576,62,2.5,세현
225,5019,6,4.5,강남300
226,5019,129,10.0,한림광릉
227,3087,40,10.0,리앤리
228,5994,40,9.0,리앤리
229,5386,128,3.0,필로스
230,3087,30,10.0,라싸
231,2005,15,10.0,금강
232,206,108,9.5,코리아
233,206,9,9.5,골드
234,3896,38,10.0,루트52
235,5424,87,10.0,여주신라
236,1851,30,5.0,라싸
237,3378,126,9.0,프리스틴밸리
238,3129,57,5.0,샴발라
239,5001,119,9.5,포레스트힐
240,5969,87,9.0,여주신라
241,2042,128,9.0,필로스
242,3802,1,10.0,360도
243,2231,99,10.0,자유
244,5660,84,10.0,양평TPC
245,206,44,10.0,몽베르
246,1837,85,10.0,에덴블루
247,2799,70,8.0,신안(P9)
248,34,84,3.5,양평TPC
249,3087,122,10.0,포천아도니스
250,5994,42,9.5,마에스트로
251,3087,41,10.0,링크나인(P9)
252,2005,6,9.5,강남300
253,5994,112,8.5,타이거
254,3477,44,9.0,몽베르
255,308,53,8.0,비에이비스타퍼블릭
256,5994,30,8.5,라싸
257,5994,28,9.5,더크로스비
258,5571,134,9.5,한원
259,5994,80,9.5,안성베네스트
260,2005,111,10.0,크리스탈밸리
261,3896,96,10.0,이포
262,4604,111,10.0,크리스탈밸리
263,2805,124,5.5,포천힐스
264,2005,129,10.0,한림광릉
265,2005,127,10.0,플라자용인
266,801,84,9.0,양평TPC
267,206,112,10.0,타이거
268,1837,28,10.0,더크로스비
269,801,110,9.0,큐로
270,1837,68,10.0,스카이밸리
271,1837,58,10.0,서서울
272,2005,1,10.0,360도
273,1888,84,6.5,양평TPC
274,5019,122,8.0,포천아도니스
275,5965,99,10.0,자유
276,3023,93,7.5,은화삼
277,1258,129,7.5,한림광릉
278,639,62,4.0,세현
279,2306,75,8.5,아리지
280,206,53,9.0,비에이비스타퍼블릭
281,5660,34,9.5,레이크우드
282,5571,44,10.0,몽베르
283,801,117,10.0,파주
284,801,113,9.0,태광
285,3087,37,10.0,루나힐스안성
286,817,91,2.0,용인
287,3802,1,10.0,360도
288,1837,124,10.0,포천힐스
289,5994,73,10.0,썬힐
290,1837,44,10.0,몽베르
291,206,12,10.0,골프클럽Q(구 안성Q)
292,206,58,10.0,서서울
293,3087,57,10.0,샴발라
294,3087,125,10.0,푸른솔포천
295,2261,93,10.0,은화삼
296,2739,53,8.0,비에이비스타퍼블릭
297,4045,73,8.0,썬힐
298,211,135,4.0,해솔리아
299,3087,100,10.0,자유로
300,3087,21,10.0,남양주(P9)
301,801,87,9.0,여주신라
302,3087,82,10.0,양주
303,3087,44,10.0,몽베르
304,951,93,7.5,은화삼
305,3827,19,8.5,남서울
306,3336,113,8.0,태광
307,1176,122,6.5,포천아도니스
308,5571,87,10.0,여주신라
309,4088,124,9.0,포천힐스
310,4059,112,8.5,타이거
311,3205,93,8.0,은화삼
312,1925,73,5.0,썬힐
313,801,44,9.0,몽베르
314,5994,51,10.0,블루헤런
315,5994,55,9.0,빅토리아(P9)
316,5994,107,8.5,캐슬파인
317,206,60,10.0,서원힐스
318,206,28,9.5,더크로스비
319,5660,78,9.5,아일랜드
320,5994,85,9.0,에덴블루
321,5571,83,9.0,양지파인
322,5496,85,7.5,에덴블루
323,4950,24,9.0,뉴서울
324,5040,84,7.5,양평TPC
325,1891,75,9.5,아리지
326,412,13,10.0,그린힐
327,3469,135,1.5,해솔리아
328,3255,75,10.0,아리지
329,965,75,7.0,아리지
330,3087,38,10.0,루트52
331,5571,52,9.0,비에이비스타
332,5019,15,8.5,금강
333,4735,122,9.0,포천아도니스
334,1060,122,8.0,포천아도니스
335,4190,82,7.5,양주
336,1837,75,10.0,아리지
337,5994,83,9.0,양지파인
338,5571,73,10.0,썬힐
339,5660,21,9.0,남양주(P9)
340,1255,24,9.5,뉴서울
341,1431,16,9.0,기흥
342,5647,83,10.0,양지파인
343,2973,73,8.0,썬힐
344,1943,25,8.5,뉴서울(P9)
345,2210,16,8.0,기흥
346,2555,72,10.0,써닝포인트
347,801,58,9.0,서서울
348,3087,110,10.0,큐로
349,3087,87,10.0,여주신라
350,5571,127,10.0,플라자용인
351,801,83,10.0,양지파인
352,801,3,10.0,H1 CLUB(구 덕평)
353,5994,60,10.0,서원힐스
354,5994,45,10.0,발리오스
355,5660,65,9.5,솔트베이
356,1837,51,10.0,블루헤런
357,3087,110,10.0,큐로
358,3087,129,10.0,한림광릉
359,5660,112,10.0,타이거
360,3518,93,4.5,은화삼
361,4692,70,9.5,신안(P9)
362,2036,80,10.0,안성베네스트
363,2036,80,10.0,안성베네스트
364,816,55,8.5,빅토리아(P9)
365,3087,68,10.0,스카이밸리
366,3087,12,10.0,골프클럽Q(구 안성Q)
367,3087,28,10.0,더크로스비
368,3087,60,10.0,서원힐스
369,3087,49,10.0,블루원용인
370,3087,64,10.0,솔모로
371,3087,9,10.0,골드
372,3087,106,10.0,캐슬렉스
373,3087,42,10.0,마에스트로
374,3087,119,10.0,포레스트힐
375,5571,3,9.5,H1 CLUB(구 덕평)
376,3087,117,10.0,파주
377,2141,106,2.0,캐슬렉스
378,2882,112,7.5,타이거
379,4495,93,9.0,은화삼
380,3896,51,10.0,블루헤런
381,5994,44,9.5,몽베르
382,206,68,10.0,스카이밸리
383,727,58,10.0,서서울
384,5268,24,10.0,뉴서울
385,3896,51,10.0,블루헤런
386,5891,40,10.0,리앤리
387,5660,28,10.0,더크로스비
388,5994,49,8.5,블루원용인
389,5994,46,8.5,베뉴지
390,5571,37,10.0,루나힐스안성
391,1863,6,10.0,강남300
392,3762,58,8.0,서서울
393,1721,24,10.0,뉴서울
394,2546,84,7.5,양평TPC
395,5571,75,9.0,아리지
396,5994,84,9.5,양평TPC
397,5994,106,9.0,캐슬렉스
398,2005,78,10.0,아일랜드
399,2005,82,10.0,양주
400,1158,28,9.5,더크로스비
401,728,28,8.0,더크로스비
402,5979,52,8.5,비에이비스타
403,454,9,9.5,골드
404,5295,40,10.0,리앤리
405,5994,75,9.5,아리지
406,5660,27,9.5,뉴코리아
407,929,72,10.0,써닝포인트
408,1837,30,10.0,라싸
409,5994,1,8.5,360도
410,3366,122,9.5,포천아도니스
411,5849,9,7.0,골드
412,3172,110,9.0,큐로
413,4299,13,10.0,그린힐
414,3653,9,6.5,골드
415,5001,119,10.0,포레스트힐
416,93,13,8.5,그린힐
417,5909,112,7.5,타이거
418,801,72,10.0,써닝포인트
419,801,111,10.0,크리스탈밸리
420,801,40,10.0,리앤리
421,5660,52,9.0,비에이비스타
422,1539,107,10.0,캐슬파인
423,2075,53,4.5,비에이비스타퍼블릭
424,3370,82,7.5,양주
425,3087,76,10.0,아세코밸리(P9)
426,1837,82,10.0,양주
427,3087,46,10.0,베뉴지
428,4372,72,10.0,써닝포인트
429,2583,125,10.0,푸른솔포천
430,5833,135,2.5,해솔리아
431,5036,15,10.0,금강
432,1874,99,9.5,자유
433,1076,93,9.5,은화삼
434,3709,12,10.0,골프클럽Q(구 안성Q)
435,5660,120,10.0,포레스트힐(P6)
436,4749,73,10.0,썬힐
437,5987,53,5.5,비에이비스타퍼블릭
438,712,38,8.0,루트52
439,4189,129,7.0,한림광릉
440,4189,112,6.5,타이거
441,906,135,4.0,해솔리아
442,3769,110,9.0,큐로
443,202,73,8.5,썬힐
444,3141,6,8.0,강남300
445,1003,107,7.0,캐슬파인
446,1742,27,10.0,뉴코리아
447,3188,129,5.5,한림광릉
448,2032,87,8.5,여주신라
449,2554,50,10.0,블루원용인(P9)
450,269,15,8.5,금강
451,2758,58,10.0,서서울
452,4604,93,10.0,은화삼
453,5660,40,10.0,리앤리
454,3901,57,7.0,샴발라
455,4059,112,8.5,타이거
456,4059,112,8.5,타이거
457,4925,58,9.5,서서울
458,4925,2,10.0,88
459,4005,53,7.5,비에이비스타퍼블릭
460,146,6,10.0,강남300
461,3434,108,9.5,코리아
462,1421,122,9.0,포천아도니스
463,1754,107,6.0,캐슬파인
464,4914,135,4.0,해솔리아
465,1754,40,9.0,리앤리
466,3656,107,7.5,캐슬파인
467,1125,75,9.5,아리지
468,1739,124,8.0,포천힐스
469,920,84,6.5,양평TPC
470,5660,28,10.0,더크로스비
471,5019,75,10.0,아리지
472,1085,53,10.0,비에이비스타퍼블릭
473,1962,84,6.5,양평TPC
474,4874,62,4.0,세현
475,5019,75,10.0,아리지
476,3025,37,10.0,루나힐스안성
477,206,117,10.0,파주
478,1837,111,10.0,크리스탈밸리
479,206,1,10.0,360도
480,5568,41,9.0,링크나인(P9)
481,464,136,10.0,화성(P9)
482,2557,16,10.0,기흥
483,1316,112,8.5,타이거
484,3918,28,9.0,더크로스비
485,2707,84,5.5,양평TPC
486,1877,93,10.0,은화삼
487,469,72,9.0,써닝포인트
488,5019,19,10.0,남서울
489,5019,75,10.0,아리지
490,3870,13,9.5,그린힐
491,1590,113,10.0,태광
492,3569,50,9.5,블루원용인(P9)
493,5027,126,10.0,프리스틴밸리
494,4395,75,7.0,아리지
495,1612,6,6.0,강남300
496,5522,6,10.0,강남300
497,2345,58,10.0,서서울
498,2644,66,9.0,수원
499,2083,124,5.0,포천힐스
500,1903,28,10.0,더크로스비
501,2401,127,9.5,플라자용인
502,4421,69,6.5,신안
503,742,73,8.0,썬힐
504,817,41,7.5,링크나인(P9)
505,5571,57,9.5,샴발라
506,5660,106,9.0,캐슬렉스
507,2506,19,10.0,남서울
508,5661,135,5.5,해솔리아
509,5571,84,10.0,양평TPC
510,5660,112,10.0,타이거
511,1837,67,9.5,스마트KU
512,5660,119,10.0,포레스트힐
513,2005,129,9.5,한림광릉
514,5247,19,10.0,남서울
515,2094,24,9.5,뉴서울
516,5571,3,8.5,H1 CLUB(구 덕평)
517,3087,128,10.0,필로스
518,3087,85,10.0,에덴블루
519,1854,75,10.0,아리지
520,1258,125,9.5,푸른솔포천
521,294,84,8.5,양평TPC
522,4011,107,10.0,캐슬파인
523,3659,16,8.0,기흥
524,1670,24,9.0,뉴서울
525,862,75,10.0,아리지
526,3087,83,10.0,양지파인
527,801,44,8.5,몽베르
528,5571,1,9.5,360도
529,2005,58,10.0,서서울
530,2758,129,4.0,한림광릉
531,4066,93,8.5,은화삼
532,275,6,5.0,강남300
533,576,118,10.0,페럼
534,3470,40,10.0,리앤리
535,3174,91,5.0,용인
536,576,75,7.5,아리지
537,1543,2,8.5,88
538,206,110,9.5,큐로
539,5660,30,9.0,라싸
540,3756,68,10.0,스카이밸리
541,3957,2,8.0,88
542,5043,37,8.5,루나힐스안성
543,4966,93,4.0,은화삼
544,5994,128,10.0,필로스
545,801,37,9.0,루나힐스안성
546,5660,69,9.0,신안
547,1674,93,10.0,은화삼
548,3275,106,6.5,캐슬렉스
549,801,122,10.0,포천아도니스
550,206,110,9.5,큐로
551,53,2,10.0,88
552,1768,28,8.0,더크로스비
553,206,119,10.0,포레스트힐
554,5571,119,10.0,포레스트힐
555,206,83,9.5,양지파인
556,497,3,9.0,H1 CLUB(구 덕평)
557,5951,41,7.5,링크나인(P9)
558,3552,19,10.0,남서울
559,1146,124,9.5,포천힐스
560,5950,73,6.0,썬힐
561,2558,128,10.0,필로스
562,3403,53,10.0,비에이비스타퍼블릭
563,4348,110,10.0,큐로
564,29,80,9.0,안성베네스트
565,4832,19,7.0,남서울
566,5660,60,10.0,서원힐스
567,39,75,10.0,아리지
568,5471,110,7.5,큐로
569,431,107,10.0,캐슬파인
570,5919,15,10.0,금강
571,4957,19,10.0,남서울
572,1706,16,10.0,기흥
573,2619,107,7.5,캐슬파인
574,4604,111,10.0,크리스탈밸리
575,1655,83,10.0,양지파인
576,801,80,10.0,안성베네스트
577,5571,2,9.0,88
578,206,128,10.0,필로스
579,1799,83,9.5,양지파인
580,4989,87,9.0,여주신라
581,3026,124,10.0,포천힐스
582,1663,83,10.0,양지파인
583,4915,107,10.0,캐슬파인
584,3984,135,6.5,해솔리아
585,4014,73,9.0,썬힐
586,3101,19,8.5,남서울
587,4009,64,10.0,솔모로
588,5354,27,10.0,뉴코리아
589,801,68,9.5,스카이밸리
590,5571,108,9.5,코리아
591,2005,119,10.0,포레스트힐
592,5571,82,9.0,양주
593,3087,110,10.0,큐로
594,5709,107,10.0,캐슬파인
595,801,107,10.0,캐슬파인
596,801,19,10.0,남서울
597,1874,107,6.0,캐슬파인
598,3748,3,9.0,H1 CLUB(구 덕평)
599,3748,3,9.0,H1 CLUB(구 덕평)
600,3022,40,10.0,리앤리
601,5155,87,7.5,여주신라
602,206,135,9.5,해솔리아
603,801,124,9.5,포천힐스
604,206,69,9.5,신안
605,951,135,5.5,해솔리아
606,780,19,10.0,남서울
607,794,15,9.0,금강
608,213,52,6.5,비에이비스타
609,3957,2,8.0,88
610,5994,125,10.0,푸른솔포천
611,5660,90,9.0,올림픽(P9)
612,2005,120,10.0,포레스트힐(P6)
613,5048,53,8.0,비에이비스타퍼블릭
614,1859,78,10.0,아일랜드
615,3017,122,10.0,포천아도니스
616,5742,55,9.0,빅토리아(P9)
617,5333,12,4.5,골프클럽Q(구 안성Q)
618,2406,135,4.0,해솔리아
619,3005,24,10.0,뉴서울
620,903,119,10.0,포레스트힐
621,2980,22,9.5,남여주
622,996,1,10.0,360도
623,5198,12,4.5,골프클럽Q(구 안성Q)
624,5660,9,10.0,골드
625,5994,119,10.0,포레스트힐
626,29,107,6.5,캐슬파인
627,29,37,7.0,루나힐스안성
628,3032,13,7.0,그린힐
629,254,30,5.0,라싸
630,4460,106,8.0,캐슬렉스
631,3319,16,10.0,기흥
632,1837,1,9.5,360도
633,5660,136,9.0,화성(P9)
634,801,40,9.0,리앤리
635,3481,19,9.0,남서울
636,3481,58,8.5,서서울
637,2765,93,10.0,은화삼
638,3957,9,6.5,골드
639,3896,57,10.0,샴발라
640,4898,66,10.0,수원
641,5936,2,9.0,88
642,2286,9,8.0,골드
643,3005,34,10.0,레이크우드
644,3005,24,10.0,뉴서울
645,3005,108,10.0,코리아
646,3023,83,9.0,양지파인
647,3824,28,6.0,더크로스비
648,3005,24,10.0,뉴서울
649,2148,15,9.5,금강
650,1837,67,9.5,스마트KU
651,801,93,9.5,은화삼
652,6019,111,10.0,크리스탈밸리
653,3901,84,7.5,양평TPC
654,3901,80,8.0,안성베네스트
655,1445,65,8.0,솔트베이
656,6006,58,3.0,서서울
657,2715,83,10.0,양지파인
658,1478,108,10.0,코리아
659,4766,124,7.0,포천힐스
660,4555,78,4.5,아일랜드
661,5994,64,10.0,솔모로
662,5660,82,10.0,양주
663,5994,58,10.0,서서울
664,801,76,9.5,아세코밸리(P9)
665,5571,124,9.5,포천힐스
666,3816,111,10.0,크리스탈밸리
667,2836,122,10.0,포천아도니스
668,1872,80,9.0,안성베네스트
669,4221,96,7.0,이포
670,3551,38,7.0,루트52
671,3551,2,10.0,88
672,5273,52,6.5,비에이비스타
673,292,112,5.0,타이거
674,1922,53,7.0,비에이비스타퍼블릭
675,4009,45,9.5,발리오스
676,3818,28,7.5,더크로스비
677,2005,87,9.5,여주신라
678,5660,84,8.0,양평TPC
679,5994,128,10.0,필로스
680,801,60,10.0,서원힐스
681,734,93,8.5,은화삼
682,734,93,8.5,은화삼
683,3521,108,8.5,코리아
684,4182,2,10.0,88
685,4182,2,10.0,88
686,3087,78,10.0,아일랜드
687,801,28,9.0,더크로스비
688,801,80,10.0,안성베네스트
689,206,78,9.5,아일랜드
690,5571,134,9.5,한원
691,5436,122,9.5,포천아도니스
692,3194,68,10.0,스카이밸리
693,5261,19,10.0,남서울
694,4164,58,10.0,서서울
695,2934,12,5.0,골프클럽Q(구 안성Q)
696,850,50,10.0,블루원용인(P9)
697,3087,116,10.0,파인크리크
698,5994,78,10.0,아일랜드
699,5994,129,10.0,한림광릉
700,1837,128,9.5,필로스
701,5994,110,10.0,큐로
702,4893,24,9.0,뉴서울
703,4910,68,8.5,스카이밸리
704,2747,108,10.0,코리아
705,1670,9,6.5,골드
706,5660,65,10.0,솔트베이
707,5660,28,9.5,더크로스비
708,5709,135,10.0,해솔리아
709,5571,110,9.0,큐로
710,5571,135,9.5,해솔리아
711,1837,3,9.5,H1 CLUB(구 덕평)
712,5994,58,10.0,서서울
713,2474,16,10.0,기흥
714,2276,73,9.0,썬힐
715,3817,3,6.5,H1 CLUB(구 덕평)
716,1125,14,10.0,글렌로스(P9)
717,4729,80,9.0,안성베네스트
718,2161,80,7.5,안성베네스트
719,3264,37,9.0,루나힐스안성
720,5155,68,8.5,스카이밸리
721,5471,24,10.0,뉴서울
722,3896,24,10.0,뉴서울
723,2531,125,10.0,푸른솔포천
724,612,99,9.0,자유
725,4019,15,10.0,금강
726,5660,78,10.0,아일랜드
727,801,16,10.0,기흥
728,16,111,10.0,크리스탈밸리
729,2743,2,8.5,88
730,5042,87,10.0,여주신라
731,3361,124,9.0,포천힐스
732,129,111,10.0,크리스탈밸리
733,1975,87,10.0,여주신라
734,1921,68,10.0,스카이밸리
735,801,15,10.0,금강
736,5633,124,7.0,포천힐스
737,1926,73,7.0,썬힐
738,924,106,6.5,캐슬렉스
739,250,3,8.0,H1 CLUB(구 덕평)
740,5072,15,10.0,금강
741,2774,15,9.5,금강
742,5529,110,6.5,큐로
743,801,124,8.5,포천힐스
744,1769,78,10.0,아일랜드
745,5760,27,10.0,뉴코리아
746,2384,73,6.5,썬힐
747,206,128,9.5,필로스
748,5734,44,8.0,몽베르
749,5358,28,10.0,더크로스비
750,320,99,10.0,자유
751,3023,87,10.0,여주신라
752,2094,2,9.5,88
753,1467,126,9.5,프리스틴밸리
754,3523,37,10.0,루나힐스안성
755,469,28,7.0,더크로스비
756,5699,19,10.0,남서울
757,4435,82,6.0,양주
758,5333,107,6.5,캐슬파인
759,5740,16,10.0,기흥
760,2506,19,9.0,남서울
761,3087,78,10.0,아일랜드
762,3087,70,10.0,신안(P9)
763,3087,119,10.0,포레스트힐
764,801,64,9.5,솔모로
765,801,78,10.0,아일랜드
766,4542,107,10.0,캐슬파인
767,5820,53,6.0,비에이비스타퍼블릭
768,4363,32,9.5,레이크사이드
769,3441,122,9.5,포천아도니스
770,850,91,10.0,용인
771,850,91,10.0,용인
772,850,91,10.0,용인
773,1674,113,8.0,태광
774,206,1,10.0,360도
775,5310,122,8.0,포천아도니스
776,5310,15,10.0,금강
777,1949,134,6.5,한원
778,4846,28,10.0,더크로스비
779,2870,2,9.5,88
780,5671,15,10.0,금강
781,1105,15,8.5,금강
782,4383,124,10.0,포천힐스
783,4372,106,10.0,캐슬렉스
784,5751,117,8.5,파주
785,3896,68,10.0,스카이밸리
786,3183,58,8.0,서서울
787,801,64,10.0,솔모로
788,801,119,9.0,포레스트힐
789,3527,39,6.5,리베라
790,1117,131,8.5,한성
791,801,122,10.0,포천아도니스
792,801,44,9.0,몽베르
793,5467,68,9.5,스카이밸리
794,2925,84,10.0,양평TPC
795,190,9,6.0,골드
796,4260,3,7.0,H1 CLUB(구 덕평)
797,1498,51,9.0,블루헤런
798,1498,118,7.5,페럼
799,1498,16,8.5,기흥
800,1498,96,9.0,이포
801,3513,125,10.0,푸른솔포천
802,1990,107,9.5,캐슬파인
803,5421,2,10.0,88
804,4710,37,9.5,루나힐스안성
805,801,125,10.0,푸른솔포천
806,5994,126,10.0,프리스틴밸리
807,3087,65,10.0,솔트베이
808,620,118,8.0,페럼
809,2224,85,8.5,에덴블루
810,2110,28,10.0,더크로스비
811,3094,122,8.0,포천아도니스
812,206,135,9.5,해솔리아
813,5093,99,10.0,자유
814,2139,58,5.5,서서울
815,585,27,9.0,뉴코리아
816,903,60,10.0,서원힐스
817,2012,9,10.0,골드
818,2012,9,10.0,골드
819,4628,15,8.5,금강
820,4510,28,10.0,더크로스비
821,3087,120,10.0,포레스트힐(P6)
822,5660,30,10.0,라싸
823,2683,72,9.0,써닝포인트
824,1892,15,9.5,금강
825,4468,19,10.0,남서울
826,3037,83,5.0,양지파인
827,3571,60,10.0,서원힐스
828,3896,124,10.0,포천힐스
829,5994,125,10.0,푸른솔포천
830,206,85,10.0,에덴블루
831,4741,118,10.0,페럼
832,3663,68,7.5,스카이밸리
833,479,124,5.5,포천힐스
834,3050,91,9.5,용인
835,3670,44,9.0,몽베르
836,1179,68,10.0,스카이밸리
837,3204,53,7.5,비에이비스타퍼블릭
